filename,URL
738738e0-6f32-47a1-bbf3-943a78bb2cd9.html,https://www.mercurynews.com/
83b956f2-4e46-46ac-9ee2-0dfa18dd2530.html,https://www.mercurynews.com/2018/10/15/warriors-joe-lacob-on-patrick-mccaws-absence-i-dont-really-understand-it/amp/
772b6c3b-806f-4665-97b0-09e75b55d886.html,https://www.mercurynews.com/tag/golden-state-warriors/
7d905c93-e3c9-48e6-adcc-30c0acf44983.html,https://www.mercurynews.com/2018/10/14/warriors-joe-lacob-maintains-confidence-in-kevin-durant-re-signing-with-dubs/
63c4a8e6-11ef-4bb2-b222-4815af8f141a.html,https://www.mercurynews.com/2018/10/15/warriors-profiles-klay-being-klay-is-a-very-good-thing-indeed/
a25065c8-97d9-4bc7-8830-96af81e9c1ad.html,https://www.mercurynews.com/2018/10/13/golden-state-warriors-vs-los-angeles-lakers-highlights-video-lebron-james-news-contract-salary-rumors-stephen-curry-twitter-steve-kerr/
c88209f0-5d40-41a9-8644-8c7bda1b548f.html,https://www.mercurynews.com/2018/10/10/warriors-gm-bob-myers-said-team-has-not-changed-its-stance-on-patrick-mccaw/
3eaabf06-c599-488b-90eb-ef71af45205a.html,https://www.mercurynews.com/2018/10/14/takeaways-from-warriors-practice-two-days-before-season-opener/
0f06bfe4-4625-4725-9fb2-7da77f09b4e5.html,https://www.mercurynews.com/author/mark-medina/
3677959c-7fcc-40ce-9dee-492526fc757d.html,https://www.mercurynews.com/2018/10/14/how-will-warriors-stay-motivated-in-2018-19-season/
ff16a8af-7156-49a8-99dc-4991edb97e29.html,https://www.mercurynews.com/author/martin-gallegos/
85a2568b-b05e-46b0-9a67-e756aced296c.html,https://www.mercurynews.com/2018/10/03/as-bumped-out-of-playoffs-by-yankees-as-offense-misses-too-many-opportunities/
a69d040e-9b5b-43e3-94ce-1bf91ec1b47d.html,https://www.mercurynews.com/2018/10/04/johnny-damon-reveals-exactly-how-much-fun-the-2001-as-had-en-route-to-102-wins/
8fd3157c-0348-4a58-a6ba-ff3dc4008970.html,https://www.mercurynews.com/2018/09/26/an-open-and-shut-display-of-royal-autonomy/
f138c414-5220-42df-9a21-d7e385da1523.html,https://www.mercurynews.com/2018/10/15/meghan-and-harrys-baby-will-not-automatically-be-a-prince-or-princess/amp/
5c192299-f58b-4ee5-9d85-a250e57ac00c.html,https://www.mercurynews.com/2018/10/15/guitarist-yamandu-costa-carries-the-brazilian-brilliance-forward-for-omni/
2ce82cf0-cba4-4cf5-8858-a1fd268d175d.html,https://www.mercurynews.com/2018/09/21/meghan-markles-mother-stars-at-royal-event-sending-a-message-to-an-aggrieved-thomas-markle/
c5504903-1ce0-46b0-9430-d2d676585c01.html,https://www.mercurynews.com/author/washington-post/
1da29c26-ec33-4d5e-a348-6bba10810f1e.html,https://www.mercurynews.com/tag/morning-wire/
2495ade9-9b58-4352-853f-59c8e5fe995e.html,https://www.mercurynews.com/2018/10/02/why-kate-middleton-needs-to-stop-being-so-haughty-in-a-meghan-markle-world/
7f7f948f-3a27-4601-a508-01185dfc1f9a.html,https://www.mercurynews.com/2018/10/15/at-40-san-francisco-girls-chorus-sounds-as-young-as-ever/
a4e7f0e2-24a9-4483-aa55-b0fc6abe4100.html,https://www.mercurynews.com/2018/10/12/meghan-markle-takes-power-seat-at-princess-eugenies-royal-wedding/
e2b57fc3-e9b9-4f0c-a16f-67f9069dc326.html,https://www.mercurynews.com/tag/video-games/
099b643a-2220-4f39-89e2-f4a1d3e4cb19.html,https://www.mercurynews.com/2018/10/13/getting-better-beatles-sgt-pepper-named-top-album-in-uk/
e429e597-746a-4b5c-960a-260e906e289d.html,https://www.mercurynews.com/2018/10/13/jacket-from-the-the-wire-sold-at-auction-to-a-mcnulty/
ec623da3-0194-4fc2-ae64-effb736152d0.html,https://www.mercurynews.com/tag/restaurants/
52440dbf-ac3c-424e-a322-8e61c1810108.html,https://www.mercurynews.com/2018/10/14/tv-this-week-the-conners-begin-life-without-roseanne/
c472b42a-ad72-4929-ac03-876de350f4fb.html,https://www.mercurynews.com/2018/10/14/body-music-minifest-presents-corporeal-performers-in-berkeley/
b39a6cf4-3618-4a71-94cf-a9fb5479c0f9.html,https://www.mercurynews.com/2018/10/04/review-forza-horizon-4-changes-the-game-along-with-the-seasons/
69611949-aaad-40bb-a4b7-1a11ab596cca.html,https://www.mercurynews.com/2018/10/11/oaklands-ryan-coogler-will-return-to-write-direct-black-panther-sequel/
3a04ac6c-b58b-4482-8e44-88e679e00b6c.html,https://www.mercurynews.com/2018/10/13/silicon-valley-reads-2019-books-have-familiar-theme/
50c0adcb-1e04-408a-b540-ed919e43e77a.html,https://www.mercurynews.com/2018/10/11/paranoia-filled-you-mean-to-do-me-harm-back-at-sf-playhouse/
a6286f58-622a-4cde-bfb1-3c8c2c4f960e.html,https://www.mercurynews.com/2018/10/11/alec-baldwin-wont-have-new-nephew-justin-bieber-on-his-tv-show/
369a9441-c097-46ce-9c9d-b4e9cde4f3ba.html,https://www.mercurynews.com/2018/10/08/think-you-know-hunters-point-catch-zaccho-dance-theaters-new-work/
